_ans_1,_ans_10,_ans_100,_ans_2,_ans_20,_ans_5,_ans_50,_is_test_1,_is_test_10,_is_test_100,_is_test_2,_is_test_20,_is_test_5,_is_test_50,bdt_1,bdt_10,bdt_100,bdt_2,bdt_20,bdt_5,bdt_50,randomforest_1,randomforest_10,randomforest_100,randomforest_2,randomforest_20,randomforest_5,randomforest_50,torch_1,torch_10,torch_100,torch_2,torch_20,torch_5,torch_50
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8821946978569031,0.8453102111816406,0.8315823674201965,0.8473710417747498,0.8224894404411316,0.8606805205345154,0.8693274855613708,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.42405681238329435,0.047558005130952055,0.30216926010213674,0.019682452140981428,0.04185064136981964,0.0007861793856136501,0.0010311572114005685,0.002422133693471551,0.0008690535323694348,0.0012025543255731463,0.0009068063809536397
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.048825979232788,1.0320284366607666,1.0265673398971558,1.0171633958816528,1.01473867893219,0.9982115626335144,1.0123143196105957,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.5855577417694197,0.047558005130952055,0.36753144150816264,0.019682452140981428,0.9990409016609192,0.0009236795012839139,0.0010499190539121628,0.9613629579544067,0.0009294349583797157,0.0012906619813293219,0.0010088460985571146
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.8371354937553406,0.9020546078681946,0.885215699672699,0.832796037197113,0.8684346079826355,0.9001400470733643,0.8847706913948059,0.423409903558474,0.12132800047245045,0.009892649642516287,0.39053650901319525,0.047558005130952055,0.2793623029369749,0.019682452140981428,0.00021756163914687932,0.0008035011123865843,0.0009232465527020395,0.0015282153617590666,0.0008637695573270321,0.0011417587520554662,0.0008014212944544852
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0151392221450806,0.9926609396934509,0.9855896234512329,1.008678674697876,0.9668486714363098,0.9960703253746033,1.0139949321746826,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.5218027980879006,0.047558005130952055,0.3294684488086785,0.019682452140981428,0.9969862103462219,0.0009364589932374656,0.0010901401983574033,0.9084217548370361,0.0010084266541525722,0.001587522798217833,0.0009335281793028116
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.688450276851654,0.6683574318885803,0.7408542633056641,0.7125368714332581,0.6615862846374512,0.7605193853378296,0.7371687293052673,0.4912923720355925,0.08161812240801361,0.009892649642516287,0.41831350892881686,0.047558005130952055,0.20765415170288523,0.019682452140981428,0.9997522234916687,0.0010277163237333298,0.0012414692901074886,0.9833016395568848,0.0010956936748698354,0.0018447934417054057,0.0010434798896312714
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9633776545524597,1.0397601127624512,1.012876272201538,1.0035327672958374,1.0479596853256226,1.0214461088180542,1.020119547843933,0.5089760263985055,0.08161812240801361,0.009892649642516287,0.4257350298961433,0.047558005130952055,0.21908655199519492,0.019682452140981428,0.9996187686920166,0.0009098081500269473,0.00115291029214859,0.9679012894630432,0.0009828424081206322,0.001493552466854453,0.0009766899747774005
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9956274628639221,0.9952948093414307,0.9741991758346558,0.9776645302772522,0.9787711501121521,0.9498512744903564,1.0016905069351196,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.5127356714054134,0.047558005130952055,0.32491238643728443,0.019682452140981428,0.9890958666801453,0.0012999832397326827,0.0015082022873684764,0.7364785075187683,0.0013091267319396138,0.0022636563517153263,0.0012955045094713569
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.20546360313892365,0.4757166802883148,0.07534962892532349,0.1031467393040657,0.17685076594352722,0.22965240478515625,0.12740251421928406,0.06526201150016253,0.08161812240801361,0.009892649642516287,0.1903170191290158,0.047558005130952055,0.09558227199270677,0.019682452140981428,4.6221095544751734e-05,0.0007153647020459175,0.000909924681764096,0.00012633427104447037,0.0007835545111447573,0.0008513262146152556,0.0008099862607195973
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9773424863815308,1.0051801204681396,1.0096155405044556,1.0301730632781982,1.0140457153320312,1.0187779664993286,0.9746835231781006,0.9149268897424461,0.12435992502934137,0.009892649642516287,0.5132568885233951,0.047558005130952055,0.3222201321952891,0.019682452140981428,0.9884049892425537,0.000948061584495008,0.0012036642292514443,0.6492747664451599,0.000982360215857625,0.0013698732946068048,0.0010074788006022573
1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7485963702201843,0.7927795648574829,0.8001858592033386,0.7342075109481812,0.7506651282310486,0.7733507752418518,0.7935861349105835,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.42396447741864973,0.047558005130952055,0.29008474742802975,0.019682452140981428,0.9381988048553467,0.0009639670024625957,0.0012046104529872537,0.11256752908229828,0.0010601645335555077,0.0016389286611229181,0.0010483518708497286
,,0,,,,,,,0,,,,,,,0.23439277708530426,,,,,,,0.009892649642516287,,,,,,,0.0009874014649540186,,,,
,,0,,,,,,,0,,,,,,,0.01836201548576355,,,,,,,0.009892649642516287,,,,,,,0.0007819460006430745,,,,
,,0,,,,,,,0,,,,,,,-0.055059630423784256,,,,,,,0.009892649642516287,,,,,,,0.0010149257723242044,,,,
,,0,,,,,,,0,,,,,,,0.22608783841133118,,,,,,,0.009892649642516287,,,,,,,0.0010530485305935144,,,,
,,0,,,,,,,0,,,,,,,-0.017823312431573868,,,,,,,0.009892649642516287,,,,,,,0.001138299354352057,,,,
,,0,,,,,,,0,,,,,,,0.39366859197616577,,,,,,,0.009892649642516287,,,,,,,0.0010102026863023639,,,,
,,0,,,,,,,0,,,,,,,0.7464909553527832,,,,,,,0.009892649642516287,,,,,,,0.0009005758329294622,,,,
,,0,,,,,,,0,,,,,,,0.9694280624389648,,,,,,,0.009892649642516287,,,,,,,0.0013324635801836848,,,,
,,0,,,,,,,0,,,,,,,0.3598836362361908,,,,,,,0.009892649642516287,,,,,,,0.000991583801805973,,,,
,,0,,,,,,,0,,,,,,,0.3868981897830963,,,,,,,0.009892649642516287,,,,,,,0.0013630436733365059,,,,
